id;category;title;body;amenities;bathrooms;bedrooms;currency;fee;has_photo;pets_allowed;price;price_display;price_type;square_feet;address;cityname;state;latitude;longitude;source;time
2899;5668620800;housing/rent/apartment;One BR 1915 Patzman St;This unit is located at 1915 Patzman St, Shreveport, 71101, LAMonthly rental rates range from $400 - $480We have one - three beds units available for rent Apartment features include:-- Income Restricted- A-c- Range / Oven- On-Site Laundry- Living Room- Freezer- Refrigerator- Handicapped access;Parking,Playground,Refrigerator;1;1;USD;No;Thumbnail;None;400;$400;Monthly;670;1915 Patzman St;Shreveport;LA;32.4645;-93.7879;RentLingo;1577359021
6021;5664594370;housing/rent/apartment;Two BR Wedington Drive;This unit is located at Wedington Drive, Fayetteville, 72704, ARMonthly rental rates range from $850We have 2 beds units available for rent;null;1;2;USD;No;Thumbnail;Cats,Dogs;850;$850;Monthly;900;null;Fayetteville;AR;36.0785;-94.1531;RentLingo;1577016817
700;5668629255;housing/rent/apartment;Studio apartment 701 W. LONGSPUR BLVD.;This unit is located at 701 W. LONGSPUR BLVD., Austin, 78753, TXMonthly rental rates range from $805 - $1093We have studio - 2 beds units available for rent;null;1;2;USD;No;Thumbnail;None;805;$805;Monthly;451;701 W Longspur Boulevard;Austin;TX;30.3054;-97.7497;RentLingo;1577359604
5217;5509106052;housing/rent/apartment;Lease Spacious 1+1. Approx 825 sf of Living Space!;Square footage: 825 square feet, unit number: 314. Grand River by Cortland is a mountain-inspired community that brings high-end comfort and western hospitality together in 1 convenient location. Our one, two, and 3 beds apartments for rent in Colorado Springs, CO grants instant access to Interstate 25, the finest shopping, brew pubs and theaters that help bring Colorado Springs to life. Our apartments boast nine foot ceilings, gourmet kitchens and full-size washer and dryers. Our resort-style community features include a sparkling pool with spacious sundeck, bus. ctr. with highspeed internet, fitness facilities and community club house. Take a photo tour thento make Grand River by Cortland your new home today!;Clubhouse,Gym,Internet Access,Pool;1;1;USD;No;Yes;null;1376;$1,376;Monthly;825;null;Colorado Springs;CO;38.9577;-104.7566;RentDigs.com;1568773721
4582;5509194001;housing/rent/apartment;Bright Euless, One BR, One BA for rent;Awaken to a world filled with beauty, serenity, comfort, and luxurious while living in Colonial Creek apartment homes. Listen from your picture window sill, as the smallest of birds serenade you or watch from your wrap-around terrace, taking in the picturesque, as the seasons' vibrant colors change from forest greens to shimmering yellows. Colonial Creeks 1, 2 and three beds apartment homes are appointed with the finest custom-home-style finishes that allow you to taste the sweetness of your success as you savor the refinement of the resort-style pool, state-of-the-art cardio and strength training center, bus. ctr. and much more. Awaken the possibilities and awaken your. Creek. 11A-fireplace, 11B-fireplace, 11C-fireplace, 11D-fireplace, 11E-fireplace, 11F-fireplace, 11G-fireplace, 22A-fireplace, 22B-fireplace, 22C-fireplace, 22D-fireplace, 22E-fireplace, 22f-fireplace, 22g-fireplace, 32A-fireplace, 32B-fireplace, Accent Walls, Counters, Cabinet Upgrade, Fireplace, Garage access from unit for One Car;Fireplace,Parking,Pool,Storage,Washer Dryer;1;1;USD;No;Yes;Cats,Dogs;1068;$1,068;Monthly;779;null;Euless;TX;32.8524;-97.0886;RentDigs.com;1568778736
5693;5668630346;housing/rent/apartment;One BR 313 Creek Drive;This unit is located at 313 Creek Drive, Radnor, 19087, PAMonthly rental rates range from $1995 - $2450We have one - two beds units available for rent;null;1;1;USD;No;Thumbnail;Cats,Dogs;1995;$1,995;Monthly;871;313 Creek Dr;Radnor;PA;40.0037;-75.3717;RentLingo;1577359689
6917;5668623156;housing/rent/apartment;Three BR 1511 Clinch Ave;This unit is located at 1511 Clinch Ave, Knoxville, 37916, TNMonthly rental rates range from $2640 - $4225We have three - five beds units available for rent Apartment features include:-- On Bus Line- Fitness facilities- Dishwasher- Sheltered parking- In-Unit Laundry- Internet Included- Furnished- Air conditioned;Cable or Satellite,Clubhouse,Dishwasher,Garbage Disposal,Hot Tub,Internet Access,Parking,Refrigerator;3;3;USD;No;Thumbnail;Cats,Dogs;2640;$2,640;Monthly;1008;1511 Clinch Avenue;Knoxville;TN;35.9695;-83.9810;RentLingo;1577359159
2239;5668632955;housing/rent/apartment;One BR 3009 Harney Street;This unit is located at 3009 Harney Street, Omaha, 68131, NEMonthly rental rates range from $795We have 1 beds units available for rent;null;1;1;USD;No;Thumbnail;Cats,Dogs;795;$795;Monthly;625;3009 Harney St;Omaha;NE;41.2562;-96.0404;RentLingo;1577359878
9850;5668627075;housing/rent/apartment;Four BR 17317 Lotus Way Unit B;This unit is located at 17317 Lotus Way Unit B, Morgan Hill, 95037, CAMonthly rental rates range from $3800We have 4 beds units available for rent;Dishwasher,Refrigerator;3;4;USD;No;Thumbnail;Cats,Dogs;3800;$3,800;Monthly;2666;17317 Lotus Way Unit B;Morgan Hill;CA;37.1253;-121.6499;RentLingo;1577359428
832;5668611365;housing/rent/apartment;Studio apartment 7725 W Mcdowell Rd;This unit is located at 7725 W Mcdowell Rd, Phoenix, 85035, AZMonthly rental rates range from $875 - $1460We have studio - 3 beds units available for rent Apartment features include:-- Pool- A/c- In-Unit Laundry- Sheltered parking- Fitness facilities;Parking,Pool;1;3;USD;No;Thumbnail;Cats,Dogs;875;$875;Monthly;483;7725 W McDowell Road;Phoenix;AZ;33.5178;-112.0848;RentLingo;1577358412
9740;5664597057;housing/rent/apartment;Three BR 39 Bayou Pointe;This unit is located at 39 Bayou Pointe, Houston, 77063, TXMonthly rental rates range from $1950We have 3 beds units available for rent;null;3;3;USD;No;Thumbnail;None;1950;$1,950;Monthly;2298;39 Bayoo Pointe;Houston;TX;29.7714;-95.4343;RentLingo;1577017049
5926;5668640336;housing/rent/apartment;Two BR 1331 W. Addison St.;This unit is located at 1331 W. Addison St., Chicago, 60613, ILMonthly rental rates range from $2100We have 2 beds units available for rent;null;1;2;USD;No;Thumbnail;Cats,Dogs;2100;$2,100;Monthly;900;1331 W Addison St;Chicago;IL;41.8625;-87.6825;RentLingo;1577360379
283;5668618403;housing/rent/apartment;Studio apartment 400 S. Grant Street;This unit is located at 400 S. Grant Street, West Lafayette, 47906, INMonthly rental rates range from $720 - $890We have studio - 2 beds units available for rent Apartment features include:-- Refrigerator- Garbage Disposal- Dishwasher- Trash Removal Included- Microwave- Water Included- On-Site Laundry- Balcony, Deck, Patio;Dishwasher,Garbage Disposal,Parking,Patio/Deck,Refrigerator;1;2;USD;No;Thumbnail;None;720;$720;Monthly;340;400 S Grant St;West Lafayette;IN;40.4969;-86.9659;RentLingo;1577358854
8144;5668639450;housing/rent/apartment;Two BR Brooke Village Phase II;This unit is located at Brooke Village Phase II, Dexter, 63841, MOMonthly rental rates range from $675We have 2 beds units available for rent;null;1.5;2;USD;No;Thumbnail;Cats,Dogs;675;$675;Monthly;1200;null;Dexter;MO;36.7944;-89.9608;RentLingo;1577360315
2870;5508657700;housing/rent/apartment;Lovely Maumee, One BR, One BA;Welcome to Valley Stream Apartments in Maumee/Springfield Township, where our one & two beds apartment homes offer the ultimate in spacious living. We are only twenty minutes from most anywhere in the greater Toledo area. Our convenient location is close to Airport, US 23, Interstate 475 and the Ohio Turnpike. We have the perfect home for you, with a variety of different floor plans to choose from. Our pet friendly apartment homes feature large, open floor plans, cathedral ceilings, sunrooms, up-to-date kitchens with dishwasher and controlled intercom entry. All homes are cable ready and have central air conditioner. Take advantage of our on-site 24hr fitness facilities, resort style swimming pool, or bus. ctr. with computers and printer. We also have carports available to rent. Our buildings are surrounded by mature landscaping and mature trees. Valley Stream Apartments is located only minutes from great shopping, dining, and major businesses.;AC,Cable or Satellite,Dishwasher,Gym,Parking,Pool,Storage;1;1;USD;No;Thumbnail;Cats,Dogs;615;$615;Monthly;668;null;Maumee;OH;41.5781;-83.6642;RentDigs.com;1568744152
9285;5668634503;housing/rent/apartment;Three BR 9820 Mylea Circle, Lot 31 Left;This unit is located at 9820 Mylea Circle, Lot 31 Left, Fort Smith, 72916, ARMonthly rental rates range from $1350We have 3 beds units available for rent;null;2;3;USD;No;Thumbnail;Cats,Dogs;1350;$1,350;Monthly;1690;9820 Mylea Cir Lot 31 Left;Fort Smith;AR;35.3580;-94.3964;RentLingo;1577359989
6945;5509191495;housing/rent/apartment;Woodchase Apartments in Euless, TX is minutes from DFW Airport.;Easy access to all major freeways. Located in the prestigious Bear Creek area. Convenient jogging trail & park. Beautifully landscaped with two natural creeks. Wi-Fi Equipped Club house, two Swimming Pools, Hot Bath-tub, Outdoor Kitchen and BBQ Grills, 24hr Fitness facilities, Exclusive Business facility, Resident Library, Clothes Care Facility On-Site, twenty-four-hour Emergency Maintenance, Curb Side Trash Pick Up with Recycling Package Receiving, Sport, two Natural Creeks, 9 feet Ceilings with Crown Molding, Wood Burning Fireplaces, Walk-In Closets, Full-Size Washer dryer Connections, Patio/Balcony, Storage, Designer Light Fixtures and Faucets, Vaulted Celings, Designer Two-Tone Paint, Built-in Desk, Breakfast area. Ok for pets, Max weight 75lb each, 1 time $300. 00, Rent $15. 00, Deposit $150 Comments: Dogs and Cats welcome, two pets max. per apartment up to 75 pounds. No aggressive breeds.;Clubhouse,Fireplace,Gym,Hot Tub,Patio/Deck,Storage,Washer Dryer;2;2;USD;No;Thumbnail;Cats,Dogs;1185;$1,185;Monthly;1011;null;Euless;TX;32.8524;-97.0886;RentDigs.com;1568778635
9529;5668626780;housing/rent/apartment;Four BR 1532 E Young St Wilmington;This unit is located at 1532 E Young St Wilmington, Los Angeles, 90744, CAMonthly rental rates range from $4000We have 4 beds units available for rent;Dishwasher,Refrigerator;2;4;USD;No;Thumbnail;Cats,Dogs;4000;$4,000;Monthly;1932;1532 E Young St Wilmington;Los Angeles;CA;34.0372;-118.2972;RentLingo;1577359403
434;5509119627;housing/rent/apartment;Newmarket - superb Apartment nearby fine dining. Cat OK!;This one beds, 1 bathrooms, apartment near down town Newmarket is in a building with 3 units with large shared back yard, off on street parking, and washer / dryer hookups. Your indoor cat is welcome for an extra $25 per month. Sorry no dogs. This is a 6 mnth lease renewable for twelve same rate. No smoking. Tenant responsible for electricity and hot water. Owner responsible for heat and city water/sewer. Cats allowed, Dogs not allowed.;Parking,Washer Dryer;1;1;USD;No;Yes;Cats;925;$925;Monthly;400;null;Newmarket;NH;43.0758;-70.9427;RentDigs.com;1568774407
420;5668631285;housing/rent/apartment;Studio apartment 1200 BARTON HILLS DR.;This unit is located at 1200 BARTON HILLS DR., Austin, 78704, TXMonthly rental rates range from $1045 - $1845We have studio - 2 beds units available for rent;Clubhouse,Pool,Tennis,View;1;2;USD;No;Thumbnail;None;1045;$1,045;Monthly;400;1200 Barton Hills Drive;Austin;TX;30.3054;-97.7497;RentLingo;1577359748
7019;5668639997;housing/rent/apartment;Two BR 3658-3660 N. 5th Ave;This unit is located at 3658-3660 N. fifth Ave, Phoenix, 85013, AZMonthly rental rates range from $1100We have 2 beds units available for rent;null;2;2;USD;No;Thumbnail;Cats,Dogs;1100;$1,100;Monthly;1024;3658-3660 N 5th Avenue;Phoenix;AZ;33.5178;-112.0848;RentLingo;1577360354
694;5668643383;housing/rent/apartment;One BR 516 South Rawlings Street;This unit is located at 516 South Rawlings Street, Carbondale, 62901, ILMonthly rental rates range from $500We have 1 beds units available for rent;null;1;1;USD;No;Thumbnail;Cats,Dogs;500;$500;Monthly;450;516 South Rawlings St;Carbondale;IL;37.7262;-89.2229;RentLingo;1577360567
4250;5668612213;housing/rent/apartment;One BR 1312 W 8th Street;This unit is located at 1312 W eighth Street, Anderson, 46016, INMonthly rental rates range from $597 - $606We have one - two beds units available for rent Apartment features include:-- Living Room- Ac- Carpet- Pool- Refrigerator- Range / Oven- Dishwasher- Balcony, Deck, Patio;Clubhouse,Dishwasher,Patio/Deck,Pool,Refrigerator;1;1;USD;No;Thumbnail;Cats,Dogs;606;$606;Monthly;750;1312 W 8th St;Anderson;IN;40.1065;-85.6788;RentLingo;1577358470
893;5668631775;housing/rent/apartment;One BR 12001 METRIC BLVD.;This unit is located at 12001 METRIC BLVD., Austin, 78758, TXMonthly rental rates range from $929 - $1265We have one - two beds units available for rent;Dishwasher,Parking,Pool;1;1;USD;No;Thumbnail;None;929;$929;Monthly;495;12001 Metric Boulevard;Austin;TX;30.3054;-97.7497;RentLingo;1577359777
2782;5668612780;housing/rent/apartment;One BR 5424 212th St Sw;This unit is located at 5424 212th St Sw, Mountlake Terrace, 98043, WAMonthly rental rates range from $1332 - $1579We have one - two beds units available for rent Apartment features include:-- Balcony, Deck, Patio- Refrigerator- Fireplace- Dishwasher- Fitness facilities- In-Unit Laundry- Carpet- Pool;Clubhouse,Dishwasher,Fireplace,Hot Tub,Patio/Deck,Pool,Refrigerator;1;1;USD;No;Thumbnail;Cats,Dogs;1332;$1,332;Monthly;661;5424 212th St SW;Mountlake Terrace;WA;47.7921;-122.3045;RentLingo;1577358500
1652;5668635814;housing/rent/apartment;One BR 110 Waterbury Ct;This unit is located at 110 Waterbury Ct, Westland, 48186, MIMonthly rental rates range from $825We have 1 beds units available for rent;null;1;1;USD;No;Thumbnail;Cats,Dogs;825;$825;Monthly;576;110 Waterbury Court;Westland;MI;42.3214;-83.3897;RentLingo;1577360067
5538;5668617763;housing/rent/apartment;Two BR 250 N East Street Apartment.121;This unit is located at 250 N East Street Apartment.121, Plainfield, 46168, INMonthly rental rates range from $720We have 2 beds units available for rent Apartment features include:-- On-Site Laundry- Refrigerator- Balcony, Deck, Patio- Air conditioner- Garbage Disposal- Trash Removal Included- Walk in Closets- Water Included;Garbage Disposal,Patio/Deck,Refrigerator;1;2;USD;No;Thumbnail;Cats,Dogs;720;$720;Monthly;850;250 N East St Apt.121;Plainfield;IN;39.7078;-86.3938;RentLingo;1577358812
4249;5659919160;housing/rent/apartment;Two BR 2951 Pheasant Run Dr;This unit is located at 2951 Pheasant Run Dr, Jackson, 49202, MIMonthly rental rates range from $615We have 2 beds units available for rent;Dishwasher,Parking,Pool,Refrigerator;1;2;USD;No;Thumbnail;Cats,Dogs;615;$615;Monthly;750;2951 Pheasant Run Drive;Jackson;MI;42.2418;-84.3984;RentLingo;1576667835
9585;5668627906;housing/rent/apartment;Three BR 7 Derry Lane;This unit is located at seven Derry Lane, Greer, 29650, SCMonthly rental rates range from $1750We have 3 beds units available for rent;null;2.5;3;USD;No;Thumbnail;Cats,Dogs;1750;$1,750;Monthly;2000;7 Derry Ln;Greer;SC;34.9402;-82.2598;RentLingo;1577359501
4624;5668642068;housing/rent/apartment;One BR 339 19th St;This unit is located at 339 19th St, Oakland, 94612, CAMonthly rental rates range from $3702We have 1 beds units available for rent;Dishwasher,Elevator,Pool,Refrigerator;1;1;USD;No;Thumbnail;None;3702;$3,702;Monthly;782;339 19th St;Oakland;CA;37.7904;-122.2151;RentLingo;1577360473
1991;5668609590;housing/rent/apartment;One BR 8282 Cambridge;Contact us for a FREE apartment search and up to $200 rebate! An expert agent will match properties with your exact search criteria while you search from home.Harvest Hill is a gated, reddish brick complex with reasonably well maintained exteriors.;Gated;1;1;USD;No;Thumbnail;Cats,Dogs;780;$780;Monthly;602;8282 Cambridge;Houston;TX;29.7714;-95.4343;RentLingo;1577358278
1669;5668634356;housing/rent/apartment;One BR 5909 Royalgate Dr;This unit is located at 5909 Royalgate Dr, San Antonio, 78242, TXMonthly rental rates range from $625 - $825We have one - two beds units available for rent;Dishwasher,Parking,Pool,Refrigerator;1;1;USD;No;Thumbnail;Cats,Dogs;625;$625;Monthly;578;5909 Royalgate Drive;San Antonio;TX;29.4624;-98.5253;RentLingo;1577359979
4913;5509274024;housing/rent/apartment;One BR Apartment in Quiet Building - Baltimore;INCREDIBLE 1 BEDROOMs. one BATHROOMs FLAT APARTMENT! Right next to University of Maryland campus in Downtown Baltimore! PERFECT FOR GRADUATES! Hardwood flooring, premium granite counter tops, stainless appliances, washer / dryer, walk-in closets, fenced yard green patio, basement storage space, electronic doors. Easy walk to Downtown. Very close to Fed Hill nightlife. Lots of street parking. ASK ABOUT OUR UNIVERSITY SPECIALS.;Patio/Deck,Storage,Washer Dryer,Wood Floors;1;1;USD;No;No;null;1025;$1,025;Monthly;800;null;Baltimore;MD;39.2946;-76.6235;RentDigs.com;1568782437
5263;5509259293;housing/rent/apartment;Apartment \ $1,970/mo \ 830 sq. ft. - ready to move in.;Square footage: 830 square ft, unit number: 1156. Mountain Crossing is situated on 31 park-like acres and adjacent to a nature preserve offering our residents the best of both worlds - a serene environment within proximity to the attractions of New York City. High-end apartment features, superior amenities, and a dedicated staff contributes to a higher standard of living. Come find out how great apartment living can be. Cyber Lounge, Walkable distance to NJ Park N' Ride, Smoke-free community, Professional center with iMac computers, Broadband internet, Elevator, On-site professional, twenty-four hour on-site, 31 lush park-like acres, BBQ/Picnic Area, Clubroom with kitchen, 2 large screen TELEVISION's and WiFi, Controlled access sheltered parking, Controlled building access, Dog park, Expansive sundeck with firepits, Landscaped courtyards, Organic herb and vegetable garden, Package acceptance, Resident events, State-of-the-art fitness facilities with a weight room and cardio room;AC,Basketball,Cable or Satellite,Dishwasher,Elevator,Fireplace,Gym,Internet Access,Parking,Patio/Deck,Pool,Refrigerator,TV,Tennis,Washer Dryer;1;1;USD;No;Yes;Cats,Dogs;1970;$1,970;Monthly;830;null;Wayne;NJ;40.9472;-74.2427;RentDigs.com;1568781491
1895;5668632393;housing/rent/apartment;One BR 2101 W. ANDERSON LN.;This unit is located at 2101 W. ANDERSON LN., Austin, 78757, TXMonthly rental rates range from $1032 - $1306We have one - two beds units available for rent;Dishwasher,Parking,Pool;1;1;USD;No;Thumbnail;None;1032;$1,032;Monthly;600;2101 W Anderson Lane;Austin;TX;30.3054;-97.7497;RentLingo;1577359830
358;5668613041;housing/rent/apartment;Studio apartment 795 Pine Street;This unit is located at 795 Pine Street, San Francisco, 94108, CAMonthly rental rates range from $2895 - $4695We have studio - 2 beds units available for rent Apartment features include:-- Walk in Closets- In-Unit Laundry- On-Site Laundry- Public Transportation- Living Room- Hard wood floors- Dishwasher- Refrigerator;Dishwasher,Refrigerator;1;2;USD;No;Thumbnail;Cats,Dogs;2895;$2,895;Monthly;381;795 Pine St;San Francisco;CA;37.7599;-122.4379;RentLingo;1577358516
1402;5508724486;housing/rent/apartment;Beautiful Vintage One BR One BA in Park Hill. Offstreet parking!;-Hard wood floors!-Lots of closets!-Bright and sunny!-Small, peaceful building in a great neighborhood! -Bike to City Park!-Walk to dozens of bars, cafes, restaurants! tenant billed independently for metered electricity use. $400 secure Deposit $45 Application per person No Pets, Please! : Rio-Real Estate Leasing | Vanessa Phone: If seeking a move date on or shortly after the listed date-of-availability and be prepared to state the full address of this unit when calling . Also due to the extremely highvolume we kindly ask that you leave a voicemail if prompted. Thank you very much for your time and interest! Photos shown in this ad are to market the availability of the apartments and the building itself. Images displayed in this ad may not be the exact unit, although they are similar. Please book a tour to ensure the floorplan of the apartment prior to leasing.;Parking,Wood Floors;1;1;USD;No;Thumbnail;None;950;$950;Monthly;550;null;Denver;CO;39.7333;-104.9140;RentDigs.com;1568747749
827;5668630152;housing/rent/apartment;One BR 7117 WOOD HOLLOW DR.;This unit is located at 7117 WOOD HOLLOW DR., Austin, 78731, TXMonthly rental rates range from $922 - $1142We have one - two beds units available for rent;Dishwasher,Parking,Pool;1;1;USD;No;Thumbnail;None;922;$922;Monthly;481;7117 Wood Hollow Drive;Austin;TX;30.3054;-97.7497;RentLingo;1577359673
2639;5668630405;housing/rent/apartment;One BR 900 Chicon St;This unit is located at 900 Chicon St, Austin, 78702, TXMonthly rental rates range from $1912 - $3641We have one - two beds units available for rent;Dishwasher,Elevator,Internet Access,Parking,Pool,Refrigerator;1;1;USD;No;Thumbnail;Cats,Dogs;1912;$1,912;Monthly;651;900 Chicon St;Austin;TX;30.3054;-97.7497;RentLingo;1577359694
6750;5509156417;housing/rent/apartment;Average Rent $1,930 a month - That's a STEAL!;Square footage: 996 square ft, unit number: I201. OpeningWhat is better than living above the clouds in the Pacific Northwest takes Maple Valley apartment living to the next level. provides easy access to your weekly desires: whether it's seamlessly commuting to work, making sure you get outside and breathe in the fresh air, or just plain keeping yourself out of the busy city, you can do it all from the same hub. Live in the you love, the outdoors, with easy commuting access from eighteen to Kent, Auburn, Federal, Tacoma, Renton or Seattle. Henry's Ridge is a ten minute bike ride away for hiking, more biking and whatever other outdoor activities suit your fancy. Income Requirement: Must have 2. 0x the rent in total household income before taxes, include income from all adults. Utilities: Renter responsible for all utilities. Additional Charges: Renter's insurance required. Pet restrictions: Aggressive breeds. Parking Info: Carport: $50/month, dedicated parking.;Parking;2;2;USD;No;Yes;null;1930;$1,930;Monthly;996;null;Maple Valley;WA;47.3949;-122.0287;RentDigs.com;1568776802
8773;5668629876;housing/rent/apartment;Three BR 4532 Walnut Street Unit B13;This unit is located at 4532 Walnut Street Unit B13, Philadelphia, 19139, PAMonthly rental rates range from $1395We have 3 beds units available for rent;null;1;3;USD;No;Thumbnail;None;1395;$1,395;Monthly;1400;4532 Walnut St Unit B13;Philadelphia;PA;40.0054;-75.1415;RentLingo;1577359653
8528;5509250078;housing/rent/apartment;Outstanding Opportunity To Live At The Princeton City Club;Square footage: 1305 square feet, unit number: 2420. We believe elevating where you live is about blending it seamlessly with how you live. We go to great lengths designing amenities and choosing locations that put everything within reach. Where you live is where you come alive. In an area flourishing with convenience, recreation, and possibility, Community Princeton offers apartments and townhomes for lease. Inside our refreshing, smoke-free community, you ll find thoughtfully designed studio, 1-, 2-, and three beds apartment homes and 2- and three beds townhomes. Imagine entertaining in a high-end kitchen with premium granite counter tops, stainless appliances, and tile backsplash. Live your life effortlessly with amenities that include a 2 level fitness facilities with yoga studio, swimming pool with sun deck, WAG Pet Park and Spa, and indoor children's playroom.;Gym,Patio/Deck,Pool;2;2;USD;No;Thumbnail;null;3385;$3,385;Monthly;1305;null;Princeton;NJ;40.3663;-74.6688;RentDigs.com;1568780925
6545;5668637670;housing/rent/apartment;Three BR 4014 Tamara Way;This unit is located at 4014 Tamara Way, Franklin, 46131, INMonthly rental rates range from $1300We have 3 beds units available for rent;null;2;3;USD;No;Thumbnail;None;1300;$1,300;Monthly;962;4014 Tamara Way;Franklin;IN;39.4846;-86.0525;RentLingo;1577360173
934;5668612869;housing/rent/apartment;Studio apartment 1413 San Bernardino;This unit is located at 1413 San Bernardino, Upland, 91786, CAMonthly rental rates range from $1305 - $1705We have studio - 2 beds units available for rent;null;1;2;USD;No;Thumbnail;None;1305;$1,305;Monthly;500;1413 San Bernardino;Upland;CA;34.1132;-117.6615;RentLingo;1577358507
1127;5509273278;housing/rent/apartment;One BR Apartment in Quiet Building - Pasadena;Mauro| | Charming 1 1 now S San Marino in beautiful. one BEDROOMs/one Bathrooms Apartment $1625/month, Bedrooms: 1, Bathrooms: 1, Parking: one dedicated, Pet conditions: Cats UNIT FEATURES: - Granite kitchen counters, - Hard flooring in living room, - New carpet in bedroom, - New ac, - Stove/Oven, - Cable ready, - Living room COMMUNITY FEATURES: - Parking, - Laundry on-site LEASING TERMS: 12 mnth lease required, $30 non-refundable credit check per adult. Additional pet deposit if applicable. If you're coming to the open house, just drop on by, no appointment is necessary. If you have any questions, or if you would like to schedule an alternate appointment time to the unit Professionally. Schultz, 715 North Central Suite 300, Visit to see all our available apartments. IMAGES: Please note: Pictures may not be of the actual vacancy, but rather of a similar unit within the building.;AC,Cable or Satellite,Parking;1;1;USD;No;Yes;null;1625;$1,625;Monthly;520;null;Pasadena;CA;34.1520;-118.0876;RentDigs.com;1568782389
1391;5668614209;housing/rent/apartment;One BR 3227 Mckinney Avenue;This unit is located at 3227 Mckinney Avenue, Dallas, 75204, TXMonthly rental rates range from $1165 - $2174We have one - two beds units available for rent Apartment features include:-- Sheltered parking- Storage- Fitness facilities- Balcony, Deck, Patio- Controlled Access- Ac- Dishwasher- In-Unit Laundry;Cable or Satellite,Dishwasher,Garbage Disposal,Internet Access,Parking,Patio/Deck,Pool,Refrigerator,Storage;1;1;USD;No;Thumbnail;Cats,Dogs;1165;$1,165;Monthly;550;3227 McKinney Ave;Dallas;TX;32.8212;-96.7853;RentLingo;1577358585
9928;5668638032;housing/rent/apartment;Four BR 760 NW 180th Ave.;This unit is located at 760 NW 180th Ave., Beaverton, 97006, ORMonthly rental rates range from $2899We have 4 beds units available for rent;null;2.5;4;USD;No;Thumbnail;None;2899;$2,899;Monthly;3156;760 NW 180th Avenue;Beaverton;OR;45.4851;-122.8349;RentLingo;1577360197
1044;5664571407;housing/rent/apartment;One BR 947 Bush Street;This unit is located at 947 Bush Street, San Francisco, 94109, CAMonthly rental rates range from $2995We have 1 beds units available for rent Apartment available amenities:-- Refrigerator- On Bus Line- In-Unit Laundry- On-Site Laundry;Refrigerator;1;1;USD;No;Thumbnail;Cats,Dogs;2995;$2,995;Monthly;508;947 Bush St;San Francisco;CA;37.7599;-122.4379;RentLingo;1577015086
9220;5668610842;housing/rent/apartment;Four BR 1410 Putters Edge;This unit is located at 1410 Putters Edge, San Antonio, 78221, TXMonthly rental rates range from $1499We have 4 beds units available for rent Apartment features include:-- Garage - Attached- Refrigerator- electric range- Dishwasher;Dishwasher,Refrigerator;2;4;USD;No;Thumbnail;Cats,Dogs;1499;$1,499;Monthly;1627;1410 Putters Edge;San Antonio;TX;29.4624;-98.5253;RentLingo;1577358362
6017;5664571150;housing/rent/apartment;Two BR 6020 Rockhill Rd;This unit is located at 6020 Rockhill Rd, Kansas City, 64110, MOMonthly rental rates range from $850We have 2 beds units available for rent Apartment available amenities:-- Balcony, Deck, Patio- Heat Included- Cable Included- Internet Included- Dishwasher- In-Unit Laundry- Water Included- Air conditioner;Cable or Satellite,Dishwasher,Internet Access,Patio/Deck,Refrigerator;1;2;USD;No;Thumbnail;None;850;$850;Monthly;900;6020 Rockhill Road;Kansas City;MO;39.0744;-94.5521;RentLingo;1577015069
8545;5508803294;housing/rent/apartment;Apartments in Greensboro NCComfort. Single Car Garage!;Convenience. Style. Welcome home to Hayleigh Village, a beautiful, resort-inspired apartment community focused on enhancing your lifestyle while providing you with extraordinary service. In the heart of the Greensboro, NC area, this access controlled community is nestled in a picturesque atmosphere just off Battleground. Hayleigh Village provides quick and easy access to major landmarks in the area, along with a peaceful for you to use as your home base. With gorgeous structures and unique community amenities, Hayleigh Village is just as ideal as its location. Hayleigh Village to apply for. More units available: two Bd / 2 Bedrooms 1,065 sq. feet for $907/mo | one Bd / 1 Bedrooms 802 sq. feet for $759/mo | two Bd / 2 Bedrooms 1,065 sq. feet for $893/mo | two Bd / 2 Bedrooms 1,065 sq. feet for $897/mo | one Bd / 1 Bedrooms 802 sq-ft for $769/mo | two Bd / 2 Bedrooms 1,096 square feet for $937/mo | three Bd / 2 Bedrooms 1,311 square feet for $1,170/mo | one Bd / 1 Bedrooms 802 sq.;Gated,Parking;2;3;USD;No;Thumbnail;null;1210;$1,210;Monthly;1311;null;Greensboro;NC;36.0851;-79.8311;RentDigs.com;1568753827
2308;5509263784;housing/rent/apartment;HEAT AND HOT WATER INCLUDED. Offstreet parking!;The APARTMENTS are conveniently located on West Steuben in the Crafton area of Pittsburgh adjacent to the Crafton /Ingram shopping, restaurants, parks, pharmacies, and banks. Public transportation is available in front of the complex. The location is a short commute to either Downtown Pittsburgh or the Airport. The Apartment Community is non-smoking and pets of any kind are not permitted. The monthly rent includes heat, hot water, sewer, water and trash removal as well as off street parking for 1 car. Air conditioner units are provided. The application process includes a $20 fee, completed applications, copy of photo id and written proof of income. Each applicant s gross income before taxes must 3. 5 times the rental amount monthly. A credit and criminal back ground check is performed. Renters insurance is required.;AC,Parking;1;2;USD;No;Yes;null;785;$785;Monthly;630;null;Pittsburgh;PA;40.4353;-80.0747;RentDigs.com;1568781795
